"","A10_S18_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A11_S21_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A7_S12_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A9_S15_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B10_S19_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B11_S22_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B7_S13_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B9_S16_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C2_S6_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C7_S14_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D0_S1_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D1_S4_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D3_S8_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D4_S10_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D5_S11_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E0_S2_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E1_S5_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E2_S7_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","F10_S20_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam"
"dp_gene16181",188,109,114,126,92,94,155,93,166,131,100,155,25,82,173,166,149,145,85
"dp_gene16182",2,8,2,1,2,1,4,2,2,3,0,0,0,1,1,2,3,5,6
"dp_gene16183",5,2,0,8,0,1,2,0,1,3,0,0,0,2,0,2,0,0,0
"dp_gene16184",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"dp_gene16185",2,4,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0
"dp_gene16186",4,6,2,5,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1
"dp_gene16187",0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"dp_gene16188",4,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"dp_gene16189",0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"dp_gene16190",7,3,5,11,6,12,9,8,2,4,4,1,0,0,4,3,0,1,0
"dp_gene16191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16192",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene16193",1,0,2,0,2,2,0,1,2,1,1,0,0,0,0,0,1,1,1
"dp_gene16194",0,0,0,2,3,4,7,0,4,6,1,2,0,0,6,4,3,0,2
"dp_gene16195",22,14,16,9,0,4,3,3,0,1,1,0,0,0,0,0,0,1,2
"dp_gene16196",1,3,5,2,4,7,8,7,3,7,14,13,3,6,12,16,5,6,11
"dp_gene16197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16199",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16200",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene16201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16202",0,4,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene16204",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16206",0,2,0,6,9,19,13,13,12,11,16,11,0,6,15,12,10,12,8
"dp_gene16207",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dp_gene16208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene16209",0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0
"dp_gene16210",1,6,1,2,3,4,5,3,2,1,2,0,0,1,6,0,2,1,1
"dp_gene16211",5,8,10,6,15,8,12,4,10,8,8,5,0,0,14,10,10,14,7
"dp_gene16212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16215",0,1,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"dp_gene16216",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16219",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16220",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16221",0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,4,0,0,7
"dp_gene16222",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16225",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dp_gene16226",1,0,6,15,13,13,12,9,6,8,2,11,0,8,6,12,9,4,4
"dp_gene16227",56,81,90,101,93,108,183,135,135,168,80,130,16,45,136,65,64,61,46
"dp_gene16228",14,7,14,17,10,19,26,12,26,30,13,18,5,17,21,19,17,23,12
"dp_gene16229",29,33,51,59,73,110,141,76,122,105,45,56,16,25,48,67,54,37,23
"dp_gene16230",1,0,0,0,1,1,0,0,5,0,3,5,2,9,11,21,24,18,26
"dp_gene16231",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16232",0,2,1,1,0,0,4,1,0,0,0,0,0,0,0,1,1,2,0
"dp_gene16233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene16234",3,5,1,2,3,5,3,4,10,1,4,1,0,0,1,3,0,3,1
"dp_gene16235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16237",0,4,5,4,15,21,27,10,23,11,20,22,4,6,24,22,12,13,8
"dp_gene16238",26,16,11,13,0,1,0,0,1,2,3,2,0,0,1,2,1,1,3
"dp_gene16239",21,23,30,26,33,23,55,25,64,44,40,72,7,22,73,73,49,55,15
"dp_gene16240",558,477,477,443,360,457,636,354,572,525,388,445,123,175,500,535,272,355,455
"dp_gene16241",2,0,2,2,2,6,8,8,4,2,10,12,0,4,22,30,20,10,11
"dp_gene16242",0,1,2,1,1,0,0,0,1,4,1,2,0,0,0,0,8,0,8
"dp_gene16243",2,0,3,2,2,6,8,8,4,2,10,12,0,4,22,33,29,10,11
"dp_gene16244",10,4,2,1,4,0,8,3,10,3,8,8,5,8,18,35,39,23,20
"dp_gene16245",0,0,3,7,7,13,16,14,8,11,9,9,6,4,14,57,41,36,59
"dp_gene16246",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"dp_gene16247",0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,2,0,3,2
"dp_gene16248",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,2
"dp_gene16249",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dp_gene16250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16251",2,10,7,21,11,13,10,9,14,8,2,13,10,7,10,17,21,13,2
"dp_gene16252",0,0,2,4,6,6,12,2,4,4,1,7,1,1,3,4,6,0,0
"dp_gene16253",6,5,12,6,3,12,12,5,3,11,4,4,1,1,11,4,0,1,3
"dp_gene16254",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2
"dp_gene16255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16256",39,92,111,103,534,494,634,424,432,460,200,314,87,113,304,274,270,261,83
"dp_gene16257",1,6,7,8,28,30,35,18,35,22,29,33,11,12,26,40,30,20,19
"dp_gene16258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16259",0,0,0,1,4,3,1,1,0,0,0,0,0,0,0,1,2,0,0
"dp_gene16260",1,1,1,0,0,0,1,5,1,0,1,0,0,0,2,2,2,4,1
"dp_gene16261",1,6,0,2,10,8,4,6,2,1,2,2,0,2,7,1,2,1,0
"dp_gene16262",58,72,46,59,72,94,87,64,51,58,51,44,12,4,31,35,28,26,27
"dp_gene16263",1,2,7,7,10,10,24,6,18,5,5,3,4,2,9,1,2,1,3
"dp_gene16264",1,1,3,2,0,2,2,0,1,2,3,1,1,0,3,1,0,4,0
"dp_gene16265",258,337,346,369,236,317,489,319,306,357,143,220,75,94,192,135,167,120,28
"dp_gene16266",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene16269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16271",0,0,1,1,1,6,1,3,2,2,2,3,0,0,0,3,4,0,3
"dp_gene16272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene16275",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"dp_gene16276",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16279",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene16280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16281",0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0
"dp_gene16282",67,72,54,65,55,59,86,64,66,53,36,48,0,20,46,50,34,29,15
"dp_gene16283",4,8,4,1,3,11,5,5,12,2,4,9,0,0,2,3,3,4,7
"dp_gene16284",118,119,109,93,50,62,99,54,64,69,37,36,15,21,52,63,46,49,19
"dp_gene16285",57,62,20,34,16,18,10,12,10,12,7,6,3,3,6,2,1,0,3
"dp_gene16286",0,0,2,2,1,1,3,2,6,6,5,2,0,3,2,6,7,3,8
"dp_gene16287",13,19,27,21,17,19,17,19,14,28,12,11,6,8,18,10,10,4,5
"dp_gene16288",0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,1,0,1
"dp_gene16289",1,2,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"dp_gene16290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16291",1,0,0,3,3,0,8,1,0,3,2,4,0,4,3,23,9,15,11
"dp_gene16292",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,10,11,0
"dp_gene16293",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"dp_gene16294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16296",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"dp_gene16297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"dp_gene16300",10,9,6,2,10,6,6,9,5,2,0,5,0,1,0,31,25,37,10
"dp_gene16301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16303",0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"dp_gene16304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16306",0,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16307",2,3,7,10,10,8,8,4,1,2,0,0,0,0,0,0,0,0,0
"dp_gene16308",1,11,1,5,2,5,9,4,1,3,4,2,1,0,0,4,1,3,3
"dp_gene16309",1,4,2,4,1,0,0,0,0,0,2,0,1,1,7,7,4,5,2
"dp_gene16310",1,3,1,1,2,1,0,0,0,0,2,1,0,1,2,1,0,3,0
"dp_gene16311",0,1,1,0,0,0,0,1,1,0,3,0,0,0,2,1,2,8,3
"dp_gene16312",0,4,1,3,14,8,2,10,6,6,4,1,0,2,2,3,1,6,9
"dp_gene16313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16316",0,2,1,0,3,3,4,2,11,2,5,0,0,0,9,2,2,4,6
"dp_gene16317",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16319",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16320",0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0
"dp_gene16321",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0
"dp_gene16322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"dp_gene16323",0,3,0,1,2,2,4,1,0,1,1,2,0,0,0,0,0,2,0
"dp_gene16324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16326",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,1,0
"dp_gene16327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"dp_gene16328",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
"dp_gene16329",125,124,81,63,5,10,12,6,3,11,0,6,0,0,4,15,17,13,0
"dp_gene16330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16333",1,1,2,0,0,0,0,0,0,1,7,4,2,2,3,10,3,8,2
"dp_gene16334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"dp_gene16337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16338",1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0
"dp_gene16339",234,215,160,150,95,120,188,94,102,108,20,22,12,13,23,17,9,21,13
"dp_gene16340",463,397,405,326,309,369,506,313,474,425,265,295,75,132,322,395,348,239,202
"dp_gene16341",0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,5
"dp_gene16342",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene16343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16344",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"dp_gene16345",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16347",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"dp_gene16348",1,1,2,1,0,1,2,0,2,0,0,0,0,0,3,1,0,1,1
"dp_gene16349",211,163,100,84,22,48,54,42,39,36,54,73,28,26,62,87,72,65,43
"dp_gene16350",0,2,1,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16351",47,146,216,228,561,546,780,525,240,412,104,156,50,43,177,116,64,71,35
"dp_gene16352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16353",2,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
"dp_gene16354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16358",2,0,1,3,1,4,2,2,1,3,6,3,0,7,12,8,7,7,2
"dp_gene16359",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dp_gene16360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"dp_gene16362",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16365",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dp_gene16366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16367",0,1,0,0,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0
"dp_gene16368",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16373",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16374",27,74,87,66,54,52,52,25,9,21,2,6,0,2,2,4,3,2,1
"dp_gene16375",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dp_gene16376",0,1,4,2,10,2,5,1,12,6,14,11,0,2,7,19,24,20,20
"dp_gene16377",2,6,2,3,2,7,3,3,1,0,0,0,0,0,0,0,0,0,1
"dp_gene16378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"dp_gene16379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"dp_gene16382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"dp_gene16383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"dp_gene16384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16386",1,3,0,0,4,1,2,2,1,1,0,0,0,0,0,0,0,1,0
"dp_gene16387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16388",1,0,0,5,0,3,2,1,0,0,1,0,0,0,1,0,4,2,0
"dp_gene16389",1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene16390",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"dp_gene16391",1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,4,1,3,2
"dp_gene16392",0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
"dp_gene16393",135,179,189,182,197,240,391,213,251,298,103,175,60,82,190,142,136,120,61
"dp_gene16394",4,1,3,3,5,4,3,2,2,5,3,10,5,0,6,6,2,0,6
"dp_gene16395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16396",0,0,1,0,1,1,3,0,1,0,0,0,2,0,0,3,1,0,1
"dp_gene16397",12,11,19,14,15,9,12,12,11,13,8,6,5,1,4,6,9,9,2
"dp_gene16398",7,0,3,0,0,2,1,2,0,1,2,2,0,0,0,1,0,0,0
"dp_gene16399",186,276,241,223,227,241,212,179,96,156,48,44,19,7,32,20,17,20,15
"dp_gene16400",8,0,5,3,3,2,2,3,0,1,5,2,0,0,3,9,6,3,2
"dp_gene16401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16403",0,0,2,4,0,0,5,0,2,0,0,0,0,0,0,6,0,2,0
"dp_gene16404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16405",0,1,0,1,0,0,2,0,0,1,0,0,0,2,2,0,0,0,1
"dp_gene16406",5,4,4,1,3,1,5,4,2,2,1,4,0,0,4,7,0,2,1
"dp_gene16407",3,1,4,4,2,4,0,2,1,4,2,3,0,1,1,5,3,4,3
"dp_gene16408",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"dp_gene16409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16412",0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,3,1,1,3
"dp_gene16413",29,43,37,21,71,50,105,58,62,76,63,73,10,22,80,73,40,45,32
"dp_gene16414",19,16,12,12,16,11,15,14,24,24,5,27,3,4,18,5,4,6,3
"dp_gene16415",3,0,1,1,1,0,0,0,2,0,10,1,0,0,5,4,1,1,27
"dp_gene16416",1,0,1,3,1,1,0,1,0,2,2,1,0,0,1,4,0,0,0
"dp_gene16417",9,2,7,7,3,1,6,3,4,2,1,1,0,1,1,2,3,1,2
"dp_gene16418",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
"dp_gene16419",5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16421",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16422",0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,2,2,2
"dp_gene16423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16425",3,4,0,3,3,2,1,3,2,2,2,1,0,3,2,0,5,3,2
"dp_gene16426",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16427",0,2,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16429",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"dp_gene16430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16431",0,0,0,0,0,0,0,2,4,0,0,2,0,7,1,0,1,0,0
"dp_gene16432",0,4,4,5,11,21,27,9,27,21,18,24,5,3,15,30,22,42,15
"dp_gene16433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16440",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"dp_gene16441",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16443",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene16445",0,1,0,1,3,0,1,1,1,2,0,1,0,1,0,0,1,0,0
"dp_gene16446",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene16448",6,1,1,2,1,2,3,0,0,1,0,0,0,0,0,1,0,0,0
"dp_gene16449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene16450",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"dp_gene16451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16452",1,2,0,0,1,5,1,0,0,0,0,1,0,0,1,2,1,0,0
"dp_gene16453",0,3,0,0,0,0,2,0,2,0,1,1,0,0,1,2,3,1,1
"dp_gene16454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16455",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16456",0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
"dp_gene16457",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene16458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16460",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene16462",0,6,5,12,8,13,2,5,0,0,1,1,0,1,0,0,0,0,0
